Am General,Hummer 2 Pass H/T Enlrgd,6.5L 395CI V8 Diesel VIN: Y,advance auto,6.5,8,Diesel,Y,,,Hummer 2 Pass H/T Enlrgd,6.5L 395CI V8 Diesel VIN: Y,,,Hummer,V8 - 6.5L 395ci DIESEL MFI vin Y - 2 valve OHV
Am General,Hummer 4 Pass Open Top,6.5L 395CI V8 Diesel VIN: Y,advance auto,6.5,8,Diesel,Y,,,Hummer 4 Pass Open Top,6.5L 395CI V8 Diesel VIN: Y,,,Hummer,V8 - 6.5L 395ci DIESEL MFI vin Y - 2 valve OHV
Am General,Hummer 2 Door Recruit,6.5L 395CI V8 Diesel VIN: Y,advance auto,6.5,8,Diesel,Y,,,Hummer 2 Door Recruit,6.5L 395CI V8 Diesel VIN: Y,,,Hummer,V8 - 6.5L 395ci DIESEL MFI vin Y - 2 valve OHV
Am General,Hummer 2 Pass Hardtop,6.5L 395CI V8 Diesel VIN: Y,advance auto,6.5,8,Diesel,Y,,,Hummer 2 Pass Hardtop,6.5L 395CI V8 Diesel VIN: Y,,,Hummer,V8 - 6.5L 395ci DIESEL MFI vin Y - 2 valve OHV
Am General,Hummer 4 Pass Hardtop,6.5L 395CI V8 Diesel VIN: Y,advance auto,6.5,8,Diesel,Y,,,Hummer 4 Pass Hardtop,6.5L 395CI V8 Diesel VIN: Y,,,Hummer,V8 - 6.5L 395ci DIESEL MFI vin Y - 2 valve OHV
Am General,Hummer 4 Pass Wagon,6.5L 395CI V8 Diesel VIN: Y,advance auto,6.5,8,Diesel,Y,,,Hummer 4 Pass Wagon,6.5L 395CI V8 Diesel VIN: Y,,,Hummer,V8 - 6.5L 395ci DIESEL MFI vin Y - 2 valve OHV
Am General,Hummer,V8 - 6.5L 395ci DIESEL MFI vin Y - 2 valve OHV,"",6.5,8,Diesel,Y,,,Hummer Open Body Recruit,6.5L 395CI V8 Diesel VIN: Y,,,Hummer,V8 - 6.5L 395ci DIESEL MFI vin Y - 2 valve OHV
Acura,Integra GS-R,L4 - 1.8L 1797cc GAS MFI type B18C1 - 4 valve DOHC,"",1.8,4,Gas,B18C1,Integra,4 Cylinders 1.8L MFI DOHC VTEC,Integra GSR,1.8L 1797CC L4 FI VIN: B18C1,INTEGRA,4-1797 1.8L VTEC,Integra GS-R,L4 - 1.8L 1797cc GAS MFI type B18C1 - 4 valve DOHC
Acura,Integra LS,L4 - 1.8L 1834cc GAS MFI type B18B1 - 4 valve DOHC,"",1.8,4,Gas,B18B1,Integra,4 Cylinders 1.8L MFI DOHC VTEC,Integra LS,1.8L 1834CC L4 FI VIN: B18B1,INTEGRA,4-1797 1.8L VTEC,Integra LS,L4 - 1.8L 1834cc GAS MFI type B18B1 - 4 valve DOHC
Acura,Integra RS,L4 - 1.8L 1834cc GAS MFI type B18B1 - 4 valve DOHC,"",1.8,4,Gas,B18B1,Integra,4 Cylinders 1.8L MFI DOHC,Integra RS,1.8L 1834CC L4 FI VIN: B18B1,INTEGRA,4-1835 1.8L DOHC,Integra RS,L4 - 1.8L 1834cc GAS MFI type B18B1 - 4 valve DOHC
Acura,Legend GS,V6 - 3.2L 3206cc GAS MFI type C32A1 - 4 valve SOHC,"",3.2,6,Gas,C32A1,Legend,6 Cylinders 3.2L MFI SOHC,Legend GS,3.2L 3206CC V6 FI VIN: C32A1,LEGEND,V6-3206 3.2L SOHC,Legend GS,V6 - 3.2L 3206cc GAS MFI type C32A1 - 4 valve SOHC
Acura,Legend LS,V6 - 3.2L 3206cc GAS MFI type C32A1 - 4 valve SOHC,"",3.2,6,Gas,C32A1,Legend,6 Cylinders 3.2L MFI SOHC,Legend LS,3.2L 3206CC V6 FI VIN: C32A1,LEGEND,V6-3206 3.2L SOHC,Legend LS,V6 - 3.2L 3206cc GAS MFI type C32A1 - 4 valve SOHC
